0,phase,state,switch
10,phase,state,switch
20,phase,state,switch
30,phase,state,switch
40,phase,state,switch
50,phase,state,switch
60,phase,state,switch
70,phase,state,switch
80,phase,state,switch
90,phase,state,switch
100,phase,state,switch
110,phase,state,switch
120,phase,state,switch
130,phase,state,switch
140,phase,state,switch
150,phase,state,switch
160,phase,state,switch
170,phase,state,switch
180,phase,state,switch
190,phase,state,switch
200,phase,state,switch
210,phase,state,switch
220,phase,state,switch
230,phase,state,switch
240,phase,state,switch
250,phase,state,switch
260,phase,state,switch
270,phase,state,switch
280,phase,state,switch
290,phase,state,switch
300,phase,state,switch
310,phase,state,switch
320,phase,state,switch
330,phase,state,switch
340,phase,state,switch
350,phase,state,switch
360,phase,state,switch
370,phase,state,switch
380,phase,state,switch
390,phase,state,switch
400,phase,state,switch
410,phase,state,switch
420,phase,state,switch
430,phase,state,switch
440,phase,state,switch
450,phase,state,switch
460,phase,state,switch
470,phase,state,switch
480,phase,state,switch
490,phase,state,switch
500,phase,state,switch
510,phase,state,switch
520,phase,state,switch
530,phase,state,switch
540,phase,state,switch
550,phase,state,switch
560,phase,state,switch
570,phase,state,switch
580,phase,state,switch
590,phase,state,switch
600,phase,state,switch
610,phase,state,switch
620,phase,state,switch
630,phase,state,switch
640,phase,state,switch
650,phase,state,switch
660,phase,state,switch
670,phase,state,switch
680,phase,state,switch
690,phase,state,switch
700,phase,state,switch
710,phase,state,switch
720,phase,state,switch
730,phase,state,switch
740,phase,state,switch
750,phase,state,switch
760,phase,state,switch
770,phase,state,switch
780,phase,state,switch
790,phase,state,switch
800,phase,state,switch
810,phase,state,switch
820,phase,state,switch
830,phase,state,switch
840,phase,state,switch
850,phase,state,switch
860,phase,state,switch
870,phase,state,switch
880,phase,state,switch
890,phase,state,switch
900,phase,state,switch
910,phase,state,switch
920,phase,state,switch
930,phase,state,switch
940,phase,state,switch
950,phase,state,switch
960,phase,state,switch
970,phase,state,switch
980,phase,state,switch
990,phase,state,switch
1000,phase,state,switch
1010,phase,state,switch
1020,phase,state,switch
1030,phase,state,switch
1040,phase,state,switch
1050,phase,state,switch
1060,phase,state,switch
1070,phase,state,switch
1080,phase,state,switch
1090,phase,state,switch
1100,phase,state,switch
1110,phase,state,switch
1120,phase,state,switch
1130,phase,state,switch
1140,phase,state,switch
1150,phase,state,switch
1160,phase,state,switch
1170,phase,state,switch
1180,phase,state,switch
1190,phase,state,switch
1200,phase,state,switch
1210,phase,state,switch
1220,phase,state,switch
1230,phase,state,switch
1240,phase,state,switch
1250,phase,state,switch
1260,phase,state,switch
1270,phase,state,switch
1280,phase,state,switch
1290,phase,state,switch
1300,phase,state,switch
1310,phase,state,switch
1320,phase,state,switch
1330,phase,state,switch
1340,phase,state,switch
1350,phase,state,switch
1360,phase,state,switch
1370,phase,state,switch
1380,phase,state,switch
1390,phase,state,switch
1400,phase,state,switch
1410,phase,state,switch
1420,phase,state,switch
1430,phase,state,switch
1440,phase,state,switch
1450,phase,state,switch
1460,phase,state,switch
1470,phase,state,switch
1480,phase,state,switch
1490,phase,state,switch
1500,phase,state,switch
1510,phase,state,switch
1520,phase,state,switch
1530,phase,state,switch
1540,phase,state,switch
1550,phase,state,switch
1560,phase,state,switch
1570,phase,state,switch
1580,phase,state,switch
1590,phase,state,switch
1600,phase,state,switch
1610,phase,state,switch
1620,phase,state,switch
1630,phase,state,switch
1640,phase,state,switch
1650,phase,state,switch
1660,phase,state,switch
1670,phase,state,switch
1680,phase,state,switch
1690,phase,state,switch
1700,phase,state,switch
1710,phase,state,switch
1720,phase,state,switch
1730,phase,state,switch
1740,phase,state,switch
1750,phase,state,switch
1760,phase,state,switch
1770,phase,state,switch
1780,phase,state,switch
1790,phase,state,switch
1800,phase,state,switch
1810,phase,state,switch
1820,phase,state,switch
1830,phase,state,switch
1840,phase,state,switch
1850,phase,state,switch
1860,phase,state,switch
1870,phase,state,switch
1880,phase,state,switch
1890,phase,state,switch
1900,phase,state,switch
1910,phase,state,switch
1920,phase,state,switch
1930,phase,state,switch
1940,phase,state,switch
1950,phase,state,switch
1960,phase,state,switch
1970,phase,state,switch
1980,phase,state,switch
1990,phase,state,switch
2000,phase,state,switch
2010,phase,state,switch
2020,phase,state,switch
2030,phase,state,switch
2040,phase,state,switch
2050,phase,state,switch
2060,phase,state,switch
2070,phase,state,switch
2080,phase,state,switch
2090,phase,state,switch
2100,phase,state,switch
2110,phase,state,switch
2120,phase,state,switch
2130,phase,state,switch
2140,phase,state,switch
2150,phase,state,switch
2160,phase,state,switch
2170,phase,state,switch
2180,phase,state,switch
2190,phase,state,switch
2200,phase,state,switch
2210,phase,state,switch
2220,phase,state,switch
2230,phase,state,switch
2240,phase,state,switch
2250,phase,state,switch
2260,phase,state,switch
2270,phase,state,switch
2280,phase,state,switch
2290,phase,state,switch
2300,phase,state,switch
2310,phase,state,switch
2320,phase,state,switch
2330,phase,state,switch
2340,phase,state,switch
2350,phase,state,switch
2360,phase,state,switch
2370,phase,state,switch
2380,phase,state,switch
2390,phase,state,switch
2400,phase,state,switch
2410,phase,state,switch
2420,phase,state,switch
2430,phase,state,switch
2440,phase,state,switch
2450,phase,state,switch
2460,phase,state,switch
2470,phase,state,switch
2480,phase,state,switch
2490,phase,state,switch
2500,phase,state,switch
2510,phase,state,switch
2520,phase,state,switch
2530,phase,state,switch
2540,phase,state,switch
2550,phase,state,switch
2560,phase,state,switch
2570,phase,state,switch
2580,phase,state,switch
2590,phase,state,switch
2600,phase,state,switch
2610,phase,state,switch
2620,phase,state,switch
2630,phase,state,switch
2640,phase,state,switch
2650,phase,state,switch
2660,phase,state,switch
2670,phase,state,switch
2680,phase,state,switch
2690,phase,state,switch
2700,phase,state,switch
2710,phase,state,switch
2720,phase,state,switch
2730,phase,state,switch
2740,phase,state,switch
2750,phase,state,switch
2760,phase,state,switch
2770,phase,state,switch
2780,phase,state,switch
2790,phase,state,switch
2800,phase,state,switch
2810,phase,state,switch
2820,phase,state,switch
2830,phase,state,switch
2840,phase,state,switch
2850,phase,state,switch
2860,phase,state,switch
2870,phase,state,switch
2880,phase,state,switch
2890,phase,state,switch
2900,phase,state,switch
2910,phase,state,switch
2920,phase,state,switch
2930,phase,state,switch
2940,phase,state,switch
2950,phase,state,switch
2960,phase,state,switch
2970,phase,state,switch
2980,phase,state,switch
2990,phase,state,switch
3000,phase,state,switch
3010,phase,state,switch
3020,phase,state,switch
3030,phase,state,switch
3040,phase,state,switch
3050,phase,state,switch
3060,phase,state,switch
3070,phase,state,switch
3080,phase,state,switch
3090,phase,state,switch
3100,phase,state,switch
3110,phase,state,switch
3120,phase,state,switch
3130,phase,state,switch
3140,phase,state,switch
3150,phase,state,switch
3160,phase,state,switch
3170,phase,state,switch
3180,phase,state,switch
3190,phase,state,switch
3200,phase,state,switch
3210,phase,state,switch
3220,phase,state,switch
3230,phase,state,switch
3240,phase,state,switch
3250,phase,state,switch
3260,phase,state,switch
3270,phase,state,switch
3280,phase,state,switch
3290,phase,state,switch
3300,phase,state,switch
3310,phase,state,switch
3320,phase,state,switch
3330,phase,state,switch
3340,phase,state,switch
3350,phase,state,switch
3360,phase,state,switch
3370,phase,state,switch
3380,phase,state,switch
3390,phase,state,switch
3400,phase,state,switch
3410,phase,state,switch
3420,phase,state,switch
3430,phase,state,switch
3440,phase,state,switch
3450,phase,state,switch
3460,phase,state,switch
3470,phase,state,switch
3480,phase,state,switch
3490,phase,state,switch
3500,phase,state,switch
3510,phase,state,switch
3520,phase,state,switch
3530,phase,state,switch
3540,phase,state,switch
3550,phase,state,switch
3560,phase,state,switch
3570,phase,state,switch
3580,phase,state,switch
3590,phase,state,switch
3600,phase,state,switch
3610,phase,state,switch
3620,phase,state,switch
3630,phase,state,switch
3640,phase,state,switch
3650,phase,state,switch
3660,phase,state,switch
3670,phase,state,switch
3680,phase,state,switch
3690,phase,state,switch
3700,phase,state,switch
3710,phase,state,switch
3720,phase,state,switch
3730,phase,state,switch
3740,phase,state,switch
3750,phase,state,switch
3760,phase,state,switch
3770,phase,state,switch
3780,phase,state,switch
3790,phase,state,switch
3800,phase,state,switch
3810,phase,state,switch
3820,phase,state,switch
3830,phase,state,switch
3840,phase,state,switch
3850,phase,state,switch
3860,phase,state,switch
3870,phase,state,switch
3880,phase,state,switch
3890,phase,state,switch
3900,phase,state,switch
3910,phase,state,switch
3920,phase,state,switch
3930,phase,state,switch
3940,phase,state,switch
3950,phase,state,switch
3960,phase,state,switch
3970,phase,state,switch
3980,phase,state,switch
3990,phase,state,switch
4000,phase,state,switch
4010,phase,state,switch
4020,phase,state,switch
4030,phase,state,switch
4040,phase,state,switch
4050,phase,state,switch
4060,phase,state,switch
4070,phase,state,switch
4080,phase,state,switch
4090,phase,state,switch
4100,phase,state,switch
4110,phase,state,switch
4120,phase,state,switch
4130,phase,state,switch
4140,phase,state,switch
4150,phase,state,switch
4160,phase,state,switch
4170,phase,state,switch
4180,phase,state,switch
4190,phase,state,switch
4200,phase,state,switch
4210,phase,state,switch
4220,phase,state,switch
4230,phase,state,switch
4240,phase,state,switch
4250,phase,state,switch
4260,phase,state,switch
4270,phase,state,switch
4280,phase,state,switch
4290,phase,state,switch
4300,phase,state,switch
4310,phase,state,switch
4320,phase,state,switch
4330,phase,state,switch
4340,phase,state,switch
4350,phase,state,switch
4360,phase,state,switch
4370,phase,state,switch
4380,phase,state,switch
4390,phase,state,switch
4400,phase,state,switch
4410,phase,state,switch
4420,phase,state,switch
4430,phase,state,switch
4440,phase,state,switch
4450,phase,state,switch
4460,phase,state,switch
4470,phase,state,switch
4480,phase,state,switch
4490,phase,state,switch
4500,phase,state,switch
4510,phase,state,switch
4520,phase,state,switch
4530,phase,state,switch
4540,phase,state,switch
4550,phase,state,switch
4560,phase,state,switch
4570,phase,state,switch
4580,phase,state,switch
4590,phase,state,switch
4600,phase,state,switch
4610,phase,state,switch
4620,phase,state,switch
4630,phase,state,switch
4640,phase,state,switch
4650,phase,state,switch
4660,phase,state,switch
4670,phase,state,switch
4680,phase,state,switch
4690,phase,state,switch
4700,phase,state,switch
4710,phase,state,switch
4720,phase,state,switch
4730,phase,state,switch
4740,phase,state,switch
4750,phase,state,switch
4760,phase,state,switch
4770,phase,state,switch
4780,phase,state,switch
4790,phase,state,switch
4800,phase,state,switch
4810,phase,state,switch
4820,phase,state,switch
4830,phase,state,switch
4840,phase,state,switch
4850,phase,state,switch
4860,phase,state,switch
4870,phase,state,switch
4880,phase,state,switch
4890,phase,state,switch
4900,phase,state,switch
4910,phase,state,switch
4920,phase,state,switch
4930,phase,state,switch
4940,phase,state,switch
4950,phase,state,switch
4960,phase,state,switch
4970,phase,state,switch
4980,phase,state,switch
4990,phase,state,switch
5000,phase,state,switch
5010,phase,state,switch
5020,phase,state,switch
5030,phase,state,switch
5040,phase,state,switch
5050,phase,state,switch
5060,phase,state,switch
5070,phase,state,switch
5080,phase,state,switch
5090,phase,state,switch
5100,phase,state,switch
5110,phase,state,switch
5120,phase,state,switch
5130,phase,state,switch
5140,phase,state,switch
5150,phase,state,switch
5160,phase,state,switch
5170,phase,state,switch
5180,phase,state,switch
5190,phase,state,switch
5200,phase,state,switch
5210,phase,state,switch
5220,phase,state,switch
5230,phase,state,switch
5240,phase,state,switch
5250,phase,state,switch
5260,phase,state,switch
5270,phase,state,switch
5280,phase,state,switch
5290,phase,state,switch
5300,phase,state,switch
5310,phase,state,switch
5320,phase,state,switch
5330,phase,state,switch
5340,phase,state,switch
5350,phase,state,switch
5360,phase,state,switch
5370,phase,state,switch
5380,phase,state,switch
5390,phase,state,switch
5400,phase,state,switch
5410,phase,state,switch
5420,phase,state,switch
5430,phase,state,switch
5440,phase,state,switch
5450,phase,state,switch
5460,phase,state,switch
5470,phase,state,switch
5480,phase,state,switch
5490,phase,state,switch
5500,phase,state,switch
5510,phase,state,switch
5520,phase,state,switch
5530,phase,state,switch
5540,phase,state,switch
5550,phase,state,switch
5560,phase,state,switch
5570,phase,state,switch
5580,phase,state,switch
5590,phase,state,switch
5600,phase,state,switch
5610,phase,state,switch
5620,phase,state,switch
5630,phase,state,switch
5640,phase,state,switch
5650,phase,state,switch
5660,phase,state,switch
5670,phase,state,switch
5680,phase,state,switch
5690,phase,state,switch
5700,phase,state,switch
5710,phase,state,switch
5720,phase,state,switch
5730,phase,state,switch
5740,phase,state,switch
5750,phase,state,switch
5760,phase,state,switch
5770,phase,state,switch
5780,phase,state,switch
5790,phase,state,switch
5800,phase,state,switch
5810,phase,state,switch
5820,phase,state,switch
5830,phase,state,switch
5840,phase,state,switch
5850,phase,state,switch
5860,phase,state,switch
5870,phase,state,switch
5880,phase,state,switch
5890,phase,state,switch
5900,phase,state,switch
5910,phase,state,switch
5920,phase,state,switch
5930,phase,state,switch
5940,phase,state,switch
5950,phase,state,switch
5960,phase,state,switch
5970,phase,state,switch
5980,phase,state,switch
5990,phase,state,switch
6000,phase,state,switch
6010,phase,state,switch
6020,phase,state,switch
6030,phase,state,switch
6040,phase,state,switch
6050,phase,state,switch
6060,phase,state,switch
6070,phase,state,switch
6080,phase,state,switch
6090,phase,state,switch
6100,phase,state,switch
6110,phase,state,switch
6120,phase,state,switch
6130,phase,state,switch
6140,phase,state,switch
6150,phase,state,switch
6160,phase,state,switch
6170,phase,state,switch
6180,phase,state,switch
6190,phase,state,switch
6200,phase,state,switch
6210,phase,state,switch
6220,phase,state,switch
6230,phase,state,switch
6240,phase,state,switch
6250,phase,state,switch
6260,phase,state,switch
6270,phase,state,switch
6280,phase,state,switch
6290,phase,state,switch
6300,phase,state,switch
6310,phase,state,switch
6320,phase,state,switch
6330,phase,state,switch
6340,phase,state,switch
6350,phase,state,switch
6360,phase,state,switch
6370,phase,state,switch
6380,phase,state,switch
6390,phase,state,switch
6400,phase,state,switch
6410,phase,state,switch
6420,phase,state,switch
6430,phase,state,switch
6440,phase,state,switch
6450,phase,state,switch
6460,phase,state,switch
6470,phase,state,switch
6480,phase,state,switch
6490,phase,state,switch
6500,phase,state,switch
6510,phase,state,switch
6520,phase,state,switch
6530,phase,state,switch
6540,phase,state,switch
6550,phase,state,switch
6560,phase,state,switch
6570,phase,state,switch
6580,phase,state,switch
6590,phase,state,switch
6600,phase,state,switch
6610,phase,state,switch
6620,phase,state,switch
6630,phase,state,switch
6640,phase,state,switch
6650,phase,state,switch
6660,phase,state,switch
6670,phase,state,switch
6680,phase,state,switch
6690,phase,state,switch
6700,phase,state,switch
6710,phase,state,switch
6720,phase,state,switch
6730,phase,state,switch
6740,phase,state,switch
6750,phase,state,switch
6760,phase,state,switch
6770,phase,state,switch
6780,phase,state,switch
6790,phase,state,switch
6800,phase,state,switch
6810,phase,state,switch
6820,phase,state,switch
6830,phase,state,switch
6840,phase,state,switch
6850,phase,state,switch
6860,phase,state,switch
6870,phase,state,switch
6880,phase,state,switch
6890,phase,state,switch
6900,phase,state,switch
6910,phase,state,switch
6920,phase,state,switch
6930,phase,state,switch
6940,phase,state,switch
6950,phase,state,switch
6960,phase,state,switch
6970,phase,state,switch
6980,phase,state,switch
6990,phase,state,switch
7000,phase,state,switch
7010,phase,state,switch
7020,phase,state,switch
7030,phase,state,switch
7040,phase,state,switch
7050,phase,state,switch
7060,phase,state,switch
7070,phase,state,switch
7080,phase,state,switch
7090,phase,state,switch
7100,phase,state,switch
7110,phase,state,switch
7120,phase,state,switch
7130,phase,state,switch
7140,phase,state,switch
7150,phase,state,switch
7160,phase,state,switch
7170,phase,state,switch
7180,phase,state,switch
7190,phase,state,switch
7200,phase,state,switch
7210,phase,state,switch
7220,phase,state,switch
7230,phase,state,switch
7240,phase,state,switch
7250,phase,state,switch
7260,phase,state,switch
7270,phase,state,switch
7280,phase,state,switch
7290,phase,state,switch
7300,phase,state,switch
7310,phase,state,switch
7320,phase,state,switch
7330,phase,state,switch
7340,phase,state,switch
7350,phase,state,switch
7360,phase,state,switch
7370,phase,state,switch
7380,phase,state,switch
7390,phase,state,switch
7400,phase,state,switch
7410,phase,state,switch
7420,phase,state,switch
7430,phase,state,switch
7440,phase,state,switch
7450,phase,state,switch
7460,phase,state,switch
7470,phase,state,switch
7480,phase,state,switch
7490,phase,state,switch
7500,phase,state,switch
7510,phase,state,switch
7520,phase,state,switch
7530,phase,state,switch
7540,phase,state,switch
7550,phase,state,switch
7560,phase,state,switch
7570,phase,state,switch
7580,phase,state,switch
7590,phase,state,switch
7600,phase,state,switch
7610,phase,state,switch
7620,phase,state,switch
7630,phase,state,switch
7640,phase,state,switch
7650,phase,state,switch
7660,phase,state,switch
7670,phase,state,switch
7680,phase,state,switch
7690,phase,state,switch
7700,phase,state,switch
7710,phase,state,switch
7720,phase,state,switch
7730,phase,state,switch
7740,phase,state,switch
7750,phase,state,switch
7760,phase,state,switch
7770,phase,state,switch
7780,phase,state,switch
7790,phase,state,switch
7800,phase,state,switch
7810,phase,state,switch
7820,phase,state,switch
7830,phase,state,switch
7840,phase,state,switch
7850,phase,state,switch
7860,phase,state,switch
7870,phase,state,switch
7880,phase,state,switch
7890,phase,state,switch
7900,phase,state,switch
7910,phase,state,switch
7920,phase,state,switch
7930,phase,state,switch
7940,phase,state,switch
7950,phase,state,switch
7960,phase,state,switch
7970,phase,state,switch
7980,phase,state,switch
7990,phase,state,switch
8000,phase,state,switch
8010,phase,state,switch
8020,phase,state,switch
8030,phase,state,switch
8040,phase,state,switch
8050,phase,state,switch
8060,phase,state,switch
8070,phase,state,switch
8080,phase,state,switch
8090,phase,state,switch
8100,phase,state,switch
8110,phase,state,switch
8120,phase,state,switch
8130,phase,state,switch
8140,phase,state,switch
8150,phase,state,switch
8160,phase,state,switch
8170,phase,state,switch
8180,phase,state,switch
8190,phase,state,switch
8200,phase,state,switch
8210,phase,state,switch
8220,phase,state,switch
8230,phase,state,switch
8240,phase,state,switch
8250,phase,state,switch
8260,phase,state,switch
8270,phase,state,switch
8280,phase,state,switch
8290,phase,state,switch
8300,phase,state,switch
8310,phase,state,switch
8320,phase,state,switch
8330,phase,state,switch
8340,phase,state,switch
8350,phase,state,switch
8360,phase,state,switch
8370,phase,state,switch
8380,phase,state,switch
8390,phase,state,switch
8400,phase,state,switch
8410,phase,state,switch
8420,phase,state,switch
8430,phase,state,switch
8440,phase,state,switch
8450,phase,state,switch
8460,phase,state,switch
8470,phase,state,switch
8480,phase,state,switch
8490,phase,state,switch
8500,phase,state,switch
8510,phase,state,switch
8520,phase,state,switch
8530,phase,state,switch
8540,phase,state,switch
8550,phase,state,switch
8560,phase,state,switch
8570,phase,state,switch
8580,phase,state,switch
8590,phase,state,switch
8600,phase,state,switch
8610,phase,state,switch
8620,phase,state,switch
8630,phase,state,switch
8640,phase,state,switch
8650,phase,state,switch
8660,phase,state,switch
8670,phase,state,switch
8680,phase,state,switch
8690,phase,state,switch
8700,phase,state,switch
8710,phase,state,switch
8720,phase,state,switch
8730,phase,state,switch
8740,phase,state,switch
8750,phase,state,switch
8760,phase,state,switch
8770,phase,state,switch
8780,phase,state,switch
8790,phase,state,switch
8800,phase,state,switch
8810,phase,state,switch
8820,phase,state,switch
8830,phase,state,switch
8840,phase,state,switch
8850,phase,state,switch
8860,phase,state,switch
8870,phase,state,switch
8880,phase,state,switch
8890,phase,state,switch
8900,phase,state,switch
8910,phase,state,switch
8920,phase,state,switch
8930,phase,state,switch
8940,phase,state,switch
8950,phase,state,switch
8960,phase,state,switch
8970,phase,state,switch
8980,phase,state,switch
8990,phase,state,switch
9000,phase,state,switch
9010,phase,state,switch
9020,phase,state,switch
9030,phase,state,switch
9040,phase,state,switch
9050,phase,state,switch
9060,phase,state,switch
9070,phase,state,switch
9080,phase,state,switch
9090,phase,state,switch
9100,phase,state,switch
9110,phase,state,switch
9120,phase,state,switch
9130,phase,state,switch
9140,phase,state,switch
9150,phase,state,switch
9160,phase,state,switch
9170,phase,state,switch
9180,phase,state,switch
9190,phase,state,switch
9200,phase,state,switch
9210,phase,state,switch
9220,phase,state,switch
9230,phase,state,switch
9240,phase,state,switch
9250,phase,state,switch
9260,phase,state,switch
9270,phase,state,switch
9280,phase,state,switch
9290,phase,state,switch
9300,phase,state,switch
9310,phase,state,switch
9320,phase,state,switch
9330,phase,state,switch
9340,phase,state,switch
9350,phase,state,switch
9360,phase,state,switch
9370,phase,state,switch
9380,phase,state,switch
9390,phase,state,switch
9400,phase,state,switch
9410,phase,state,switch
9420,phase,state,switch
9430,phase,state,switch
9440,phase,state,switch
9450,phase,state,switch
9460,phase,state,switch
9470,phase,state,switch
9480,phase,state,switch
9490,phase,state,switch
9500,phase,state,switch
9510,phase,state,switch
9520,phase,state,switch
9530,phase,state,switch
9540,phase,state,switch
9550,phase,state,switch
9560,phase,state,switch
9570,phase,state,switch
9580,phase,state,switch
9590,phase,state,switch
9600,phase,state,switch
9610,phase,state,switch
9620,phase,state,switch
9630,phase,state,switch
9640,phase,state,switch
9650,phase,state,switch
9660,phase,state,switch
9670,phase,state,switch
9680,phase,state,switch
9690,phase,state,switch
9700,phase,state,switch
9710,phase,state,switch
9720,phase,state,switch
9730,phase,state,switch
9740,phase,state,switch
9750,phase,state,switch
9760,phase,state,switch
9770,phase,state,switch
9780,phase,state,switch
9790,phase,state,switch
9800,phase,state,switch
9810,phase,state,switch
9820,phase,state,switch
9830,phase,state,switch
9840,phase,state,switch
9850,phase,state,switch
9860,phase,state,switch
9870,phase,state,switch
9880,phase,state,switch
9890,phase,state,switch
9900,phase,state,switch
9910,phase,state,switch
9920,phase,state,switch
9930,phase,state,switch
9940,phase,state,switch
9950,phase,state,switch
9960,phase,state,switch
9970,phase,state,switch
9980,phase,state,switch
9990,phase,state,switch
